# Seeded from the Unicode Character Database (Unihan), field kDefinition.
# (c) 2025 Unicode, Inc. Unicode and the Unicode Logo are registered
# trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
# Generated by GlossSeedMain - regenerate rather than edit.
#
# NOT CHECKED BY ANYBODY. A machine's first reading of a dictionary
# field, kept apart from the hand-written set for that reason.
# codepoint	glyph	reading	priority	meaning	examples	because
14660	㥄	ling2	P	to pity		
14660	㥄	ling2	S	to commiserate		
14660	㥄	ling2	A	to have sympathy or compassion for, scared		
14660	㥄	ling2	A	afraid		
14660	㥄	ling2	A	fearful		
20114	互	hu4	P	mutually, reciprocally		
20518	倦	juan4	P	be tired of, weary		
20720	僰	bo2	P	ancient aboriginal tribe		
20821	兕	si4	P	a female rhinoceros		
21124	劄	zha2	P	brief note		
21124	劄	zha2	S	official communique		
21629	命	ming4	P	life		
21629	命	ming4	S	destiny, fate, luck		
21629	命	ming4	A	an order, instruction		
21730	哢	long4	P	syllable		
22134	噶	ga2	P	used in transliterations		
22235	四	si4	P	four		
22336	址	zhi3	P	site, location, land for house		
22942	妞	niu1	P	girl		
23043	娃	wa2	P	baby		
23043	娃	wa2	S	doll		
23043	娃	wa2	A	pretty girl		
23447	宗	zong1	P	lineage, ancestry		
23447	宗	zong1	S	ancestor, clan		
23548	导	dao3	P	direct, guide, lead, conduct		
23649	屡	lü3	P	frequently, often, again and again		
24457	徉	yang2	P	wonder, rove, stray		
24457	徉	yang2	S	hesitating		
24558	忮	zhi4	P	stubborn		
24558	忮	zhi4	S	perverse		
24558	忮	zhi4	A	aggressive		
24659	恓	xi1	P	vexed		
24760	悸	ji4	P	fearful, apprehensive, perturbed		
25265	抱	bao4	P	embrace, hold in arms, enfold		
25366	挖	wa1	P	dig, dig out, gouge out, scoop		
25467	捻	nian3	P	to twist or nip with the fingers		
25568	揠	ya4	P	to pull up, to eradicate		
25669	摅	shu1	P	spread, disperse		
25669	摅	shu1	S	vent, set forth		
25972	整	zheng3	P	orderly, neat, tidy		
25972	整	zheng3	S	whole		
26174	显	xian3	P	manifest, display		
26174	显	xian3	S	evident, clear		
26376	月	yue4	P	moon		
26376	月	yue4	S	month		
26477	杭	hang2	P	cross stream		
26477	杭	hang2	S	navigate		
26578	柒	qi1	P	number seven		
26679	样	yang4	P	shape, form, pattern, style		
26881	椁	guo3	P	outer-coffin		
26881	椁	guo3	S	vault		
26982	楦	xuan4	P	a last for making shoes		
26982	楦	xuan4	S	to turn on a lathe		
27689	氩	ya4	P	argon (element 18, Ar)		
27891	泳	yong3	P	dive		
27891	泳	yong3	S	swim		
28295	溇	lou2	P	river in Hubei province		
28598	澶	chan2	P	still water, placid, tranquil		
28699	瀛	ying2	P	sea, ocean		
28800	炀	yang2	P	roast		
28800	炀	yang2	S	scorch		
28800	炀	yang2	A	melt		
28800	炀	yang2	A	flame		
29002	煊	xuan1	P	warm		
29204	爔	xi1	P	sunlight, sunshine		
29204	爔	xi1	S	early dawn		
29305	特	te4	P	special, unique, distinguished		
29406	狞	ning2	P	ferocious appearance		
29406	狞	ning2	S	hideous		
30113	疡	yang2	P	ulcers, sores		
30113	疡	yang2	S	infection		
30214	瘆	shen4	P	to shiver		
30214	瘆	shen4	S	frightening		
30315	癫	dian1	P	crazy, mad		
30315	癫	dian1	S	madness, mania, insane		
30416	盐	yan2	P	salt		
30517	眵	chi1	P	eyes diseased and dim		
30719	矿	kuang4	P	mine		
30719	矿	kuang4	S	mineral, ore		
30921	磉	sang3	P	the stone base or plinth of a pillar		
31224	秸	jie1	P	stalks of millet, corn		
31729	篱	li2	P	bamboo or wooden fence		
31729	篱	li2	S	hedge		
32032	素	su4	P	white (silk)		
32032	素	su4	S	plain		
32032	素	su4	A	vegetarian		
32032	素	su4	A	formerly		
32032	素	su4	A	normally		
32436	纴	ren4	P	weave, lay warp		
32537	缙	jin4	P	red silk		
32941	肭	na4	P	fat		
32941	肭	na4	S	seal		
33042	脒	mi3	P	amidine		
33244	臜	za1	P	dirty		
33244	臜	za1	S	filthy		
33951	蒟	ju3	P	betel pepper		
33951	蒟	ju3	S	Amorphophallus konjac		
35466	誊	teng2	P	copy, transcribe		
35769	讹	e2	P	swindle, cheat		
35769	讹	e2	S	erroneous, wrong		
35870	谞	xu1	P	knowledge		
35870	谞	xu1	S	discrimination		
35870	谞	xu1	A	treachery		
36173	赍	ji1	P	present		
36476	蹼	pu3	P	webbed feet of waterfowl		
36779	辫	bian4	P	braid		
36779	辫	bian4	S	pigtail, plait, queue		
36880	逐	zhu2	P	chase, expel		
36880	逐	zhu2	S	one by one		
36981	遵	zun1	P	obey, comply with, follow		
36981	遵	zun1	S	honor		
37082	郚	wu2	P	towns in Shandong province		
38092	铌	ni2	P	niobium (element 41, Nb)		
38193	锱	zi1	P	an ancient unit of weight (one-eighth of a tael)		
38395	闻	wen2	P	hear		
38395	闻	wen2	S	smell		
38395	闻	wen2	A	make known		
38395	闻	wen2	A	news		
38597	雅	ya3	P	elegant, graceful, refined		
38698	霪	yin2	P	long and heavy rain		
39304	馈	kui4	P	offer food superior		
39304	馈	kui4	S	send gift		
39607	骷	ku1	P	skeleton		
40112	鲰	zou1	P	small fish		
40112	鲰	zou1	S	small		
40112	鲰	zou1	A	minnow		
40718	鼎	ding3	P	large, three-legged bronze caldron		
40718	鼎	ding3	S	hexagram ䷱		
